Churn,ohe__Gender_Female,ohe__Gender_Male,contract_ord__Contract,internet_ord__Internet Type,service_ord__Service_Level,scaler__Age,scaler__Avg Monthly GB Download,scaler__Avg Monthly Long Distance Charges,scaler__Number of Dependents,scaler__Population,scaler__Tenure in Months,scaler__Total Extra Data Charges,scaler__Monthly charge/CLTV,remainder__Device Protection Plan,remainder__Internet Service,remainder__Multiple Lines,remainder__Online Backup,remainder__Online Security,remainder__Paperless Billing,remainder__Partner,remainder__Phone Service,remainder__Premium Tech Support,remainder__Streaming Movies,remainder__Streaming Music,remainder__Streaming TV,remainder__Unlimited Data,remainder__Refunds Awarded,remainder__Phone_Bundle
0,1.0,0.0,1.4676992815190597,0.19505404575266114,1.4877099879595101,-0.5677732238554163,-0.36808663019232707,-0.949630206556022,-0.48683490444316896,0.2512138460281556,1.614210213225845,-0.27330037394865414,0.36338363126899653,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0,0.0,1.0,0.2890212838293519,-0.6280529909375683,1.4877099879595101,-1.284226958530967,1.297152277803272,0.38007639782825975,-0.48683490444316896,-0.09170314776644309,-0.1380082732945136,-0.27330037394865414,2.0730469763219226,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,0.0,1.0,1.4676992815190597,-0.6280529909375683,1.4877099879595101,-0.6871821796346748,-0.8088851646617503,-1.0629206913502038,-0.48683490444316896,0.41574592081172146,0.8399741377866168,-0.27330037394865414,-0.312618549890735,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1,1.0,0.0,-0.889656713860356,0.19505404575266114,-0.8831331945721858,-0.2095463565176409,-0.36808663019232707,1.1290883458675072,-0.48683490444316896,-0.933842606400028,-1.2789877528891658,-0.27330037394865414,1.2753773100516694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,-0.09013740073838244,-0.8088851646617503,0.46747191466948573,-0.48683490444316896,-1.036580594476088,-0.34175460893641574,-0.27330037394865414,-0.5488438680266803,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,0.029271555040876,-0.17217617042813899,-1.4863034173810314,-0.48683490444316896,0.6641042509376042,-1.034492150118883,-0.27330037394865414,-1.0294967147710108,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,-0.889656713860356,0.19505404575266114,-0.8831331945721858,-0.09013740073838244,-0.07422094054604492,0.8183487304320374,1.5905829883125044,-0.8829700453462588,-1.115990684375644,-0.27330037394865414,0.23550270377306748,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,1.0181610824428906,0.30228839669366214,1.6412924580608652,0.31759997898233133,-0.43367297009337696,-0.48683490444316896,0.6623549156597329,1.5734609460974645,-0.27330037394865414,-0.11006297366207538,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,-1.4511600276277976,-0.8831331945721858,0.9845432012749437,-1.0047956244259384,1.0649983001839414,-0.48683490444316896,0.6902024421101698,1.1252190076852797,-0.27330037394865414,-1.3405908627212317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,-0.3886597901865286,0.2686223640412843,0.29138613258938617,-0.48683490444316896,1.181340141205481,-1.2789877528891658,-0.27330037394865414,0.43379385694465045,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,0.30228839669366214,-1.582749347979113,2.5705702662704946,-0.8000867666277021,-0.48683490444316896,-1.0337911138978608,-1.1974892186324049,-0.27330037394865414,-0.07508494672235373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,1.0181610824428906,0.30228839669366214,1.1039521570542021,0.2686223640412843,-0.6719066752605707,-0.48683490444316896,0.7559207133599274,0.43248146650281244,-0.27330037394865414,2.774195995592708,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,1.0181610824428906,1.4877099879595101,1.9995193253986405,-0.221153785369186,-0.36440393081922035,-0.48683490444316896,-0.8532313456224476,0.962221939171758,-0.27330037394865414,0.13771089878138518,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
0,0.0,1.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,0.6263163339371682,0.07271190427709617,1.5887240270324732,-0.48683490444316896,-0.9069879459181127,-1.1974892186324049,-0.27330037394865414,1.7305427852078388,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,-0.9857045690828209,2.5705702662704946,-1.0998210206831658,-0.48683490444316896,-0.3590204899579033,0.5139800007595733,-0.27330037394865414,0.6076976955117934,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0,1.0,0.0,0.2890212838293519,1.0181610824428906,1.4877099879595101,0.6860208118267975,0.4645328238054724,-1.38466566816568,-0.48683490444316896,-0.29401140868566106,0.5139800007595733,-0.27330037394865414,1.166881297964212,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,1.0181610824428906,0.30228839669366214,1.4621790243919774,-0.31910901525128005,1.191883643153425,-0.48683490444316896,1.2552850161944167,-0.9122443487337418,-0.27330037394865414,0.21697530401553042,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,0.566611856047539,0.31759997898233133,0.9555920605827031,-0.48683490444316896,-1.0360132424940758,-1.2382384857607853,-0.27330037394865414,1.594441052905094,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,-0.6280529909375683,-0.8831331945721858,-0.3886597901865286,0.023734289336049142,0.19363262856697783,-0.48683490444316896,0.11155069978946201,0.14723659660414945,-0.27330037394865414,-0.41255829605551503,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,-0.6274777017450455,-0.41706424513337415,-1.4863034173810314,-0.48683490444316896,0.4807077227521294,-1.2382384857607853,0.1250552828643366,-0.2916528654594662,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1.0,0.0,-0.889656713860356,1.0181610824428906,0.30228839669366214,-0.5677732238554163,-0.07422094054604492,1.7363253443643214,1.5905829883125044,-0.9969132350670616,-0.6269994788350788,-0.27330037394865414,2.6506257195450016,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1.0,0.0,-0.889656713860356,0.19505404575266114,-0.8831331945721858,-1.1648180027517085,3.011368800739918,0.005246736709224169,-0.48683490444316896,-1.028543108064247,-1.2789877528891658,-0.27330037394865414,-0.9237565974485099,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,-1.4511600276277976,-0.8831331945721858,0.14868051082013445,-1.0047956244259384,0.8623701759520622,-0.48683490444316896,-0.31684732596165593,-1.2789877528891658,-0.27330037394865414,-0.947712594409545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,-1.4511600276277976,-0.8831331945721858,-0.14984187862801168,-1.0047956244259384,-0.33268259507684933,-0.48683490444316896,-0.972800775831539,-0.3825038760647962,-0.27330037394865414,-1.180756555679648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,-0.6280529909375683,0.30228839669366214,-0.26925083440727016,-0.6129747048975622,-1.4863034173810314,-0.48683490444316896,-0.9969132350670616,-0.7899965473486005,-0.27330037394865414,0.27860447296128893,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,-0.3886597901865286,-0.6619523198386092,0.23312245469523543,-0.48683490444316896,0.4731903089904665,1.5734609460974645,3.3119005373682624,-0.04798586049084939,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,0.19505404575266114,-0.8831331945721858,1.2830655907230897,1.5420403525085071,1.2410840822640412,2.6292919346903414,0.9502860465309733,-1.1567399515040244,-0.27330037394865414,-0.7058922065990759,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,1.0181610824428906,1.4877099879595101,-1.5230448700894839,3.011368800739918,-0.5327212225134331,0.5518740419346677,2.342142296402639,0.3509829322460516,-0.27330037394865414,1.699564761058978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,0.5069073781579098,1.7869284272137422,-0.930856354790129,2.6292919346903414,-1.0433415389284013,-1.1567399515040244,-0.27330037394865414,-0.7783222177273135,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,1.4621790243919774,0.07271190427709617,-1.3535917066221328,-0.48683490444316896,-0.7866620463996715,-0.34175460893641574,-0.27330037394865414,1.0919669814972155,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,0.566611856047539,-0.5150194750154682,1.4145803675488453,-0.48683490444316896,-0.9540781604251333,0.6769770692730951,-0.27330037394865414,0.30730509828501595,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,1.0181610824428906,1.4877099879595101,-1.582749347979113,3.1583016455630593,0.0479734338316013,-0.48683490444316896,1.4743301605829975,1.614210213225845,-0.27330037394865414,0.9662371795741671,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0,0.0,1.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,-0.7468866575243039,0.21964474910023726,-0.8350449733641924,-0.48683490444316896,-0.15392274846045825,-0.1380082732945136,-0.27330037394865414,-0.6435211224410777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,0.2890212838293519,-0.6280529909375683,-0.8831331945721858,-1.1051135248620794,1.346129892744319,-1.4863034173810314,-0.48683490444316896,-0.17089602858899278,-1.034492150118883,-0.27330037394865414,-1.0045484682505768,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,-1.4511600276277976,-0.8831331945721858,0.32779394448902216,-1.0047956244259384,1.1659886752004691,-0.48683490444316896,-0.8442482725739197,-0.7084980130918396,-0.27330037394865414,-1.2433135234918538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0.2890212838293519,1.0181610824428906,0.30228839669366214,-0.4483642680761578,-0.221153785369186,1.707193505417246,-0.48683490444316896,-1.0041469728377184,1.328965343327182,-0.27330037394865414,-0.13355987508825054,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,1.0,0.0,1.4676992815190597,-0.6280529909375683,1.4877099879595101,-1.4633403921998547,1.5420403525085071,0.4007923721906244,-0.48683490444316896,-0.4260153031671886,0.5954785350163342,4.905323164620225,-0.1020090213630603,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,0.38749842237865134,0.07271190427709617,-1.4863034173810314,-0.48683490444316896,-0.9890648659825583,-0.9122443487337418,-0.27330037394865414,-0.009145716694874479,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,1.4676992815190597,1.0181610824428906,1.4877099879595101,-1.04540904697245,1.8359060421547893,0.8254698466191002,-0.48683490444316896,0.5067113552610263,1.614210213225845,-0.27330037394865414,0.611967085620773,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1,0.0,1.0,-0.889656713860356,0.19505404575266114,0.30228839669366214,1.6412924580608652,-0.46604186007442117,-0.06790654775787598,-0.48683490444316896,0.19258747455355166,-1.034492150118883,-0.27330037394865414,1.5039891947432857,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,1.0,0.2890212838293519,1.0181610824428906,1.4877099879595101,0.9248387233853144,0.12168951921814321,-0.6298273523370175,-0.48683490444316896,1.1321696360977485,0.39173219937443204,5.702034478246207,3.2397480528331024,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,1.9398148475090113,-0.5150194750154682,0.3354075781094111,-0.48683490444316896,-0.7216529651274293,-0.17875754042289402,-0.27330037394865414,1.020910442564188,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0,0.0,1.0,-0.889656713860356,-1.4511600276277976,-0.8831331945721858,0.566611856047539,-1.0047956244259384,-1.2390064734303032,-0.48683490444316896,-0.5980175123805831,-1.2382384857607853,-0.27330037394865414,-1.3986146254654293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,-1.5230448700894839,0.31759997898233133,-0.28154003336976163,0.5518740419346677,0.05779409949379695,-1.2382384857607853,-0.27330037394865414,-0.3560641328840845,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,1.4676992815190597,0.19505404575266114,1.4877099879595101,-0.9857045690828209,1.8848836570958363,-0.43496771849102495,-0.48683490444316896,-0.9536999257704585,1.5734609460974645,-0.27330037394865414,-0.17553848975577652,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,-0.6280529909375683,-0.8831331945721858,-0.3886597901865286,0.31759997898233133,0.1994589963563929,0.5518740419346677,-0.578727544992165,-1.1567399515040244,-0.27330037394865414,-0.836632719627425,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,1.0,0.2890212838293519,-1.4511600276277976,-0.8831331945721858,-0.7468866575243039,-1.0047956244259384,0.41244510776945453,-0.48683490444316896,2.631160851906069,0.7584756035298559,-0.27330037394865414,-1.2618051359560634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,1.0181610824428906,0.30228839669366214,-1.6424538258687422,1.346129892744319,-0.8233922377853623,0.5518740419346677,0.8001741679568866,-0.09725900616613314,-0.27330037394865414,0.8532940279917642,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,0.19505404575266114,-0.8831331945721858,-0.32895531229689934,0.4155552088644254,-1.4863034173810314,-0.48683490444316896,-0.24318612696372618,-0.9122443487337418,-0.27330037394865414,-0.7374453005826076,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,-1.4511600276277976,-0.8831331945721858,0.5069073781579098,-1.0047956244259384,-0.11451749007319639,-0.48683490444316896,-1.021782163611934,1.5734609460974645,-0.27330037394865414,-1.3479894765187712,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,1.0181610824428906,0.30228839669366214,-0.030432922848753225,-0.41706424513337415,0.44092957251770604,-0.48683490444316896,0.436548826818839,-0.05650973903775272,-0.27330037394865414,0.2816031344658545,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,0.0,1.0,0.2890212838293519,-0.6280529909375683,-0.8831331945721858,-1.1648180027517085,0.2686223640412843,0.3146916037470464,-0.48683490444316896,-0.05132659837990135,-0.8307458144769809,-0.27330037394865414,0.5381655384158095,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,1.0,0.0,0.2890212838293519,-1.4511600276277976,-0.8831331945721858,-0.14984187862801168,-1.0047956244259384,1.7408569637560887,-0.48683490444316896,-0.941360020161691,0.14723659660414945,-0.27330037394865414,-1.3415496595640877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,0.19505404575266114,-0.8831331945721858,-0.508068745965787,0.4155552088644254,0.46035079848242294,-0.48683490444316896,0.19258747455355166,-1.1567399515040244,-0.27330037394865414,0.5718567992770166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,-1.343931436420596,1.297152277803272,0.490777385827146,-0.48683490444316896,-1.042916024941892,-0.8307458144769809,-0.27330037394865414,1.2705143117356967,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,1.5218835022816066,0.17066713415919024,1.4650755550571093,-0.48683490444316896,0.516167221627898,1.3697146104555624,5.303678821433216,0.01970439480906785,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,-1.582749347979113,1.297152277803272,-1.1503162081914295,-0.48683490444316896,-0.4712143444008349,0.6362278021447146,-0.27330037394865414,0.6499819364036007,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,1.0181610824428906,1.4877099879595101,1.342770068612719,0.12168951921814321,0.9478235701968165,-0.48683490444316896,-0.5664349187152319,0.7992248706582363,-0.27330037394865414,0.28841622294980224,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,0.8054297676060559,-0.5150194750154682,1.7311463507737304,-0.48683490444316896,-1.029583253364603,-0.9122443487337418,-0.27330037394865414,0.6200215548233664,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,1.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,-1.582749347979113,1.0522642030980367,-1.1406055952090712,-0.48683490444316896,-1.0326564099338362,-0.9937428829905026,-0.27330037394865414,1.471539948894156,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.0,0.0,1.4676992815190597,-1.4511600276277976,-0.8831331945721858,0.5069073781579098,-1.0047956244259384,-0.9535144517489653,-0.48683490444316896,0.32392945838939824,1.2067175419420406,-0.27330037394865414,-1.3151476670925086,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,-0.889656713860356,0.19505404575266114,0.30228839669366214,-0.3886597901865286,0.17066713415919024,0.1787430219940282,-0.48683490444316896,1.3044082419703147,-0.9937428829905026,-0.27330037394865414,0.6749961689351214,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1,1.0,0.0,-0.889656713860356,1.0181610824428906,-0.8831331945721858,-0.9260000911931916,-0.221153785369186,0.385902765617675,-0.48683490444316896,1.1382213905725462,-1.034492150118883,-0.27330037394865414,1.0949173041854752,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,0.0,1.0,1.4676992815190597,-1.4511600276277976,-0.8831331945721858,0.4472029002682806,-1.0047956244259384,1.1912362689546012,2.6292919346903414,0.4807077227521294,-1.0752414172472635,-0.27330037394865414,-1.287389939547311,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,-0.889656713860356,-1.4511600276277976,-0.8831331945721858,0.6263163339371682,-1.0047956244259384,-1.3179861256868186,-0.48683490444316896,1.0598322583911808,-0.9529936158621222,-0.27330037394865414,-1.3723100035372595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,0.2890212838293519,1.0181610824428906,-0.8831331945721858,1.7607014138401236,0.36657759392337835,-1.2169957506702909,-0.48683490444316896,-0.9358283383370711,0.10648732947576901,-0.27330037394865414,2.1995829549666985,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
